text,joy,sadness,anger,anticipation,fear

@FJHobson @Beaker126 @Biastai how would you suggest we profile to stop right wing terror,0,0,0,1,1

I have to finally tell my therapist about my sexuality ... last frontier ... not sure I can do it in the AM  #SingleGirlProblems,0,0,0,1,1

"@ynnsanity Maybe that's why, we're asked to study hard and get a job that we like. That way it wouldn't be that dreadful.",0,0,0,1,1

My 2 teens sons just left in the car to get haircuts. I'm praying up a storm that they make it home safely!!  #TerenceCrutcher,0,0,0,1,1

@dilancliff @jackcourtney95 @ConnorGarnett1 Connor said he's worried that Jack will steal his girls on a night out #nervous,0,0,0,1,1

It's a Moving Day! #stress  #hope,0,0,0,1,1

When you just want all the attention #cantsleep ,0,0,0,1,1

Late night #thoughts. Feeling #restless.,0,0,0,1,1

#soywax limited edition horror candles going up @scentedscreams! Follow us for all the latest news!! #horror,0,0,0,1,1

i mean i guess most of the mean ones are treated as like playful but i want to support yoosung without dating him ;___;,0,0,0,1,1

#ThisIsUs has messed with my mind &amp; now I'm anticipating the next episode with #apprehension &amp; ! #isthereahelplineforthis,0,0,0,1,1

"Once you've accepted your flaws, no one can use them against you - @GRRMspeaking #quote #mentalhealth #psychology #depression #anxiety",0,0,0,1,1

Which #JohnCarpenter #horror #action #flick is your favorite ??,0,0,0,1,1

"@VanDashNessa @taotao_salupa5 Nobody in that street burning and looting and terrifying innocent citizens was there, either.",0,0,0,1,1

#NewYork: Several #Baloch &amp; Indian activists hold demonstrations outside @UN headquarters demanding Pak to stop exporting #terror into India,0,1,0,0,1

"#PeopleLikeMeBecause they see the happy exterior, not the hopelessness I sometimes feel inside. #depression  #anxietyprobz",0,1,0,0,1

@AzyraiZelo I am shy xD,0,1,0,0,1

"#PeopleLikeMeBecause they see the happy exterior, not the hopelessness I sometimes feel inside. #depression #anxiety #anxietyprobz",0,1,0,0,1

@maggyvaneijk Old age?! No hope for the rest of us. Destined to become deatheaters by 50 #nightmare,0,1,0,0,1

I am worried that she felt safe. #unhappy,0,1,0,0,1

When my 4yo is gone I blast gothcore music. She has #anxiety &amp; I can't listen 2 it around her bcuz it's 'too spooky'. *sigh* #momlife,0,1,0,0,1

and I'm up from a dream where I said something really retarded on twitter and it got like 10000 retweets #nightmare,0,1,0,0,1

@ScmCIafIin 'Don't you know how nervous I was to see you?',0,1,0,0,1

"#COINCIDENCE??? When you turn on the TV, etc.&amp; listen &amp; watch, the objective is to #CaptureYourMind with #fear &amp; #depression. #FindGODNow!!!",0,1,0,0,1

@ParamjitGarewal way to go #London. Nice job electing a #muslim #jihadist for mayor. Good luck with your future #terror attacks #sadiqkhan,0,1,0,0,1

That feeling you get when you know the information but scared you might do bad on a test #collegelife #nervous 😥😥,0,1,0,0,1

@AHSFX thanks Ryan &amp; Brad for scary the shit out of us in the first episode. Don't think my heart will make it through the s6 ,0,1,0,0,1

@BigBossPeltonen \nLikewise #death #cutting #despair,0,1,0,0,1

If I could turn anxiety off--I would. #nooneunderstands ,0,1,0,0,1

"Woke by #nightmare @ 3AM, couldn't sleep any more, so took a #UseAllTheHotWaterShower. Now I have time to read.",0,1,0,0,1

Howl at the moon with @HorrorSociety at @FatCatChicago next Wednesday the 28th for a FREE double feature of SILVER BULLET and CURSED #horror,0,1,0,0,1

@theurbanologist the tunnels! I shudder to think of the grimy tweets...,0,1,0,0,1

"@Gervaisoholic But this is no easy ride for a child cries: \n'Oh, find me...find me, nothing more, \nWe are on a sullen misty moor...'",0,1,0,0,1

"Migraine hangover all day. Stood up to do dishes and now I'm exhausted again. GAD, depression &amp; chronic pain #anxiety #depression #pain",0,1,0,0,1

@sphiwememela...its bad.I am fearing for my life🙏,0,1,0,0,1

two major banking stocks down almost 15 to 20 % from their highs while benchmarks still close to top it is a sure #worry for markets,0,1,0,0,1

@macmacm43 jeezus God #dark,0,1,0,0,1

I've realized my anxiety is at an all time high when I'm in my office. I feel prisoned here and I pick up on bad energy.,0,1,0,0,1

r U scared to present in front of the class? severe anxiety... whats That r u sad sometimes?? go get ur depression checked out IMEDIATELY!!!,0,1,0,0,1

When you arrive at the office the day before your first ever festival and the Internet is down #panic,0,1,0,0,1

There is nothing like being in the shower when the power goes out 😳 #creepy ,0,1,0,0,1

@AnthonyEinzig I'm so sorry. This is heartbreaking and so scary. If it can happen there it can happen anywhere. Please be safe 🙏🏻 ,0,1,0,0,1

Honestly don't know why I'm so unhappy most of the time. I just want it all to stop :(   #itnevergoes,0,1,0,0,1

@CTV_PowerPlay @lraitt Horrid disease! My maternal grandmother and each of her sisters suffered from this affliction. It's hard on all.,0,1,0,0,1

@mgcsartwork I nearly started crying and having a full on panic attack after tatinof bc of the crowds so I feel him,0,1,0,0,1

@MrsCassonC @15_jordyn WAS THERE A CLOWN IN YOUR NEIGHBORHOOD?  #creepy #EnoughIsEnough,0,1,0,0,1

#amwriting #horror in the dark and a loud creaking door noise is coming from the kitchen. There are no doors there to creak. WTF.,0,1,0,0,1

"When you wake up, scroll through social media, and another father was taken from his child  #everyday #KeithLamontScott",0,1,0,0,1

nooooo. Poor Blue Bell! not again. ,0,1,0,0,1

"Ignored broken tooth for so long, now have abscess. Need dentist but #fear makes it hard for me to go..45 and still can't go to dentist",0,1,0,0,1

Forgot to plug the phone in overnight #nightmare,0,1,0,0,1

@Briardpup @dogworldnews Did they get the wrong fur Pal? #shocking 😱,0,1,0,0,1

Literally being here makes me depress tbh,0,1,0,0,1

Angel got me nervous out here 😷,0,1,0,0,1

Wish I was a kid again. The only stressful part was whether Gabriella and Troy would get back together or not. #hsm2 #nightmare,0,1,0,0,1

The Zika #Hoax Files: DEET is part of a binary chemical weapon targeting your brain: #Toxin #fear #neurological #USCitizens #Insect #mammal,0,1,0,0,1

I forgot #BB18 was on tonight  that is how much the real world has been distracting me #horrid ,0,1,0,0,1

Ugh.. Why am I not asleep yet. Fml. I think low key I'm afraid I might miss something. #SleeplessNight #sleepy #restless,0,1,0,0,1

Should've stayed at school cause ain't nobody here,0,1,0,0,1

My 2 teens sons just left in the car to get haircuts. I'm praying up a storm that they make it home safely!! #sad #TerenceCrutcher,0,1,0,0,1

"@SkyNews when the East wind blue in summer in Durban, S Africa, we still surfed and got #stung badly! Must be carefull-A #sting can harm you",0,1,0,0,1

A3: But chronic sadness may mean there are underlying issues than getting sad occassionally over a particular issue (2/2) #mhchat,0,1,0,0,1

This is the scariest American Horror Story out of all of them... I'm gonna have to watch in the daytime. #frightened,0,1,0,0,1

@CP24 And I hope when the police met him at the subway that they took him straight to jail 😕 #awful,0,1,0,0,1

@Sami_3499 Oh noooo!  #nomorehammocks #nightmare ;),0,1,0,0,1

Breaking out in hives for the first time since college finals. #anxiety sucks,0,1,0,0,1

Jimmy Carr makes me want to cry and cry *shiver* ,0,1,0,0,1

My bus was in a car crash... I'm still shaking a bit... This week was an absolute horror and this was the icing on the cake... #terrible,0,1,0,0,1

"Bake off on TV and the Match on my phone, what a nightmare I'm so stressed #GBBO #NTFCVMUFC",0,1,0,0,1

@takumasgirl I fell and heard a snap hffffhj,0,1,0,0,1

how maybe it was with you and your parents..that I would understand you and your fear of indifference from your own mom and dad..,0,1,0,0,1

im like 'this is better' in the moment cuz i panic and then later its so obviously not better. at every opportunity i choose to make it seem,0,1,0,0,1

@dfkm1970 @tomddumba the struggle is real. Whoa! I worry for the younger generation 💔,0,1,0,0,1

@Ashleyavitia_ don't leave me ,0,1,0,0,1

Last night I had a dream that today was Christmas. I woke up screaming because I wasn't ready. ,0,1,0,0,1

The whole idea f a nation revolves around Kashmir &amp; global terrorism: evrn don't care their kids dying of hunger. #NawazFightsForKashmir,0,1,0,0,1

Need advice on how to get out of this rut!!!! #depressing #needmotivation,0,1,0,0,1

@brawl2099 See your primary care doctor. They can prescribe meds and refer you to a psychiatrist for eval. Don't mess with depression.,0,1,0,0,1

"However the agent was inauthentic, my sister still loves me, &amp; I'm still alive. So I guess it wasn't that bad. #socialanxiety ",0,1,0,0,1

"Ever been really lonely and your phone keeps blowing up, but you just can’t pick it up and respond to people? #anxiety #recluse  #issues",0,1,0,0,1

"Idk why but this Time around its so hard that it hurts, I already miss them all so much #silly #family #friends #nervous",0,1,0,0,1

"I'm okay, dont worry. I wish i'd been a better kid. I'm trying to slow down. I'm sorry for letting you down.",0,1,0,0,1

"@nigglydz lydiaaaa, we were the only ones that were supposed to know that you make me nervous 😶",0,1,0,0,1

I'm just always too shy,0,1,0,0,1

The Zika #Hoax Files: DEET is part of a binary chemical weapon targeting your brain: #Toxin  #neurological #USCitizens #Insect #mammal,0,1,0,0,1

when u havent learned to swim 🤔 but you keep working out so you're denser and less buoyant 😞 but swimming is scary 🤔 but also u cant swim 😞,0,1,0,0,1

"bad news fam, life is still hard and awful #depression #anxiety #atleastIhaveBuffy",0,1,0,0,1

I just killed a spider so big it sprayed spider guts on me like a horror movie.\n #ugh ,0,1,0,0,1

@jk_rowling @Riverfeather207 Donald Trump in the White House #shudder,0,1,0,0,1

"@xBFDR yeah I'm sure it will, it's just so depressing having to talk to my parents over the phone instead of talking to them downstairs",0,1,0,0,1

Changing my hair again #shocking,0,1,0,0,1

This weather making me dread work tonight,0,1,0,0,1

Mixed emotions. #sadness #anxietymaybe #missingfriends #growingupsucks #lostfriends #wheresthetruefriends #complications,0,1,0,0,1

"Watched the movie, friend request at 2am awhile ago in a dark cold night and it was one of the bad choices I've ever made. #nightmare 😰",0,1,0,0,1

&gt;.&lt; too much clutter in my brain with recent little changes that I haven't yet processed... #dying #panic #IveBeenBusierWhyAmIOverwhelmed :(,0,1,0,0,1

Hey @gmail why can I only see 15 sent emails? Where's the thousands gone?  #panic,0,1,0,0,1

How do you ever stop being #afraid of someone that you live with,0,1,0,0,1

And I cried in front of my guy last night. And it's just been a horrible week but it's only for a week,0,1,0,0,1

the sad moment when u hand in an exam knowing u failed and grieve by eating and sleeping,0,1,0,0,1

Halfway to work and I realize I forgot to put on underwear....It's going to be one of those days! #mombrain #toomuchgoingon #longday #breezy,0,1,0,0,1

"@jade0208 unfortunately the diet is still on, so they will have to wait till Friday I'm afraid.",0,1,0,0,1

"me, myself, and I \n #horror movie alone again tonight maybe a #zombie would eat me and finish my life game already - i want #gameover",0,1,0,0,1

Dunno y am going to the Yorkshire scare grounds when I only lasted a minute in the Alton towers one before running out a fire exit crying,0,1,0,0,1

@TheSidEudy PS: I still think your broken leg against Scott Steiner was one of the most horrific injuries I've ever seen in the ring #ccot,0,1,0,0,1

Life long fear of havin a shit and a spider crawls up ya bum,0,1,0,0,1

@AniahROSE I know smh. My heart sunk into my stomach.,0,1,0,0,1

Go away please ... I'm begging »»» #depression #anxiety #worry #fear #sadness \nDreams of joy and my baby to be found...Sits on #AndisBench,0,1,0,0,1

also i had an awful nightmare involving being sick where worms were involved i was so disgusted when i woke up,0,1,0,0,1

something incredibly terrible about my life is i'm 23 years old and still suffering through group projects..........,0,1,0,0,1

@prw190 #zionist = #terror \nImagine this kid was a #Palestinian or #Muslim\nZionists stealing #innocence of childhood from #Jewish #children,0,1,0,0,1

Being shy is the biggest struggle of my life. 🙄,0,1,0,0,1

@FlakeJay ring ring! #depression is here,0,1,0,0,1

I had a dream that I dropped my iPhone 7 and it broke T_T #cry #iPhone7 #nightmare,0,1,0,0,1

@BBCPolitics @BBCNews I'd rather leave my child with @BorisJohnson #shudder,0,1,0,0,1

In dire need of a worship session to just let go of everything,0,1,0,1,1

i'm... nervous about this test rip,0,1,0,1,1

"my boyfriend once forcibly stopped all of my anxiety coping methods at once (holding me, forcing my hands down that kinda stuff) and I --",0,1,0,1,1

@p4pictures it would be great but what if the card crashes 😱. It's happened to me twice #nightmare,0,1,0,1,1

Don't get too close it's dark inside 🌫🌊,0,1,0,1,1

"Next month we'll be running overcoming #lowmood, overcoming #worry and improving #wellbeing courses in #Louth. Self refer on 0303 123 4000",0,1,0,1,1

i've seen the elder watching me during my community hours and i honestly don't have an idea about what my assignment will be. #apprehensive,0,1,0,1,1

@williamcontrol just preordered The Pale EP... Would have paid for the phone call... But I would have freaked out and not said anything ,0,1,0,1,1

to shake and my mouth was chattering and I couldn't take right because all of my body was trembling so I went outside,0,1,0,1,1

I wonder what would happen if I were a father. #weary,0,1,0,1,1

Heard of panic! At the disco? How about Kach-ing! at the ATM,0,1,0,1,1

"Bloody hell Pam, calm yourself down. But could have sworn something black &amp; hairy just ran across the carpet, #perilsoflivingalone #nervous",0,1,0,1,1

Beginning the process to see if working is an option. #mentalhealth #complexptsd #nervous,0,1,0,1,1

"@JennyPGR I worry about typos in any email to Simon, draft attached or not...",0,1,0,1,1

"@ImNotInfected — rather someone that could help her. Concern clouded her green eyes, not once having seen a girl alone in the woods and —",0,1,0,1,1

#Pain is an aspect of #human evolution; the evolution of #consciousness. #attachments #desire #apathy #sentimentality #tears   #O,0,1,0,1,1

If the future doesn't fill you with existential dread are you even a real person,0,1,0,1,1

but throughout that entire thing I was shaking rlly bad and my heart was racing and I was almost in tears lmao (thanks mr.*****),0,1,0,1,1

Man Southampton will wipe the floor with  west ham on Sunday. So disheartened,0,1,0,1,1

"My wedding is in two weeks and I'm actually really nervous. I just want things to go right, I don't want to get sick or get canceled ;;",0,1,0,1,1

@sjgreer24 @cciedotnyc @Buttockus @ChrisCJackson @Bayonethics Have you read the OT and Pauline Epistles? They have countless horrid rules,0,1,0,1,1

Learning how to use twitter #lost,0,1,0,1,1

Never leave me alone with my credit card. Nope nope mope.,0,1,0,1,1

I feel ghastly and I'm really hoping it's just a post-birthday slump. Back to full research mode tomorrow either way.,0,1,0,1,1

Thiza!!! What happens now when you tell him you're pregnant via home test &amp; nurse later tells you it's a false alarm &amp; BaE is too excited🙊,0,1,0,1,1

Dates in the glove box' is pure panic excuse #GBBO,0,1,0,1,1

ACT 4 #anxiety &amp; #depression group. @livingwellihc beginning Mon October 17 for 6 weeks. Contact me to register now! #mindfulness #Halifax,0,1,0,1,1

I have to finally tell my therapist about my sexuality ... last frontier ... not sure I can do it in the AM #fear #SingleGirlProblems,0,1,0,1,1

I had a dream that I dropped my iPhone 7 and it broke T_T #cry #iPhone7 ,0,1,0,1,1

Whatever you decide to do make sure it makes you #happy.,1,0,0,0,0

Accept the challenges so that you can literally even feel the exhilaration of victory.' -- George S. Patton 🐶,1,0,0,0,0

No but that's so cute. Atsu was probably shy about photos before but cherry helped her out uwu,1,0,0,0,0

Tiller and breezy should do a collab album. Rapping and singing prolly be fire,1,0,0,0,0

"The bitter the battle, the sweeter the victory...",1,0,0,0,0

Awareness of time is awareness of time lost. #awareness #time ,1,0,0,0,0

@adamrodricks I like your optimism!,1,0,0,0,0

You have to find a way to top yourself. #glee,1,0,0,0,0

#smile every morning to a positive head start with your #clients relations,1,0,0,0,0

@morgannbroom yes ❤️❤️ &amp; cheering homecoming game!,1,0,0,0,0

angel delight is my everything,1,0,0,0,0

This is the first time I've been sober on my birthday in 6 years. #recovery #sobriety #sober #soberissexy #sobernative,1,0,0,0,0

"I'm so proud he understands this, he shows love, thought and compassion    and it's not done in a clouded way..",1,0,0,0,0

Why have I only just started watching glee this week I am now addicted 🙄 #glee #GLEEK,1,0,0,0,0

Modern family never fails to cheer me up. Especially Phil.,1,0,0,0,0

Sometimes I get to sit back and be proud of myself for pleasing Him so well.,1,0,0,0,0

Follow me on Snapchat 👻 Carlabtst15 #snapchat ,1,0,0,0,0

@JessicaZ00 @ZRlondon ditto!! Such an amazing atmosphere! #PhilippPlein #cheerleaders #stunt #LondonEvents #cheer,1,0,0,0,0

Manchester derby at home ,1,0,0,0,0

"@Girlandlurchers Yep, peeps on here always out to cheer others up! I'm fine, drooling at GBBO x",1,0,0,0,0

her; i want a playful relationship\nme; *kicks her off the couch*,1,0,0,0,0

Each day is what you make of it! #goals #challenges #business #goals   #success #photographer #photography #ThursdayThoughts,1,0,0,0,0

Optimism leads to success. - Bill Kerr @Coach__Kerr #success #optimism #goals,1,0,0,0,0

The Quarterback' wrecks me every time.. #glee,1,0,0,0,0

"Happy birthday to Stephen King, a man responsible for some of the best horror of the past 40 years... and a whole bunch of the worst.",1,0,0,0,0

"it's still not sunk in that im seeing joe next month, im so grateful and excited shit",1,0,0,0,0

"It's a good day at work when you get to shake Jim Lehrer's hand. Thanks, @keratx! Still kicking myself for being to shy to hug @mcuban.",1,0,0,0,0

The Sunderland time line is quite funny with all the doom &amp; gloom in facing us and the long trip to us midweek. #whatgoesaroundcomesaround,1,0,0,0,0

"If my luck the rest of Fall goes anything like today, I think I'm going to like this season. #bestdayever #magic #work ",1,0,0,0,0

@Myahrissavietta I'm cheery now 😘😉,1,0,0,0,0

Bridget Jones' Baby was bloody hilarious 😅 #BridgetJonesBaby,1,0,0,0,0

@dublinwaltz bts' 화양연화 trilogy MV is my all time fav🙌 quite gloomy but beautiful as well✨,1,0,0,0,0

Thank you disney themed episode for letting me discover how amazing the @BlackishWriters are! #hilarious,1,0,0,0,0

Rewatching 'Raising Hope' (with hubs this time) and totally forgot how hilarious it is 😂 #HereWeGo,1,0,0,0,0

@RadioX @ChrisMoyles wow. not heard this in forever. Random but. great #sting #xph,1,0,0,0,0

@buzzlightbeard2 If you don't love yourself... Honesty is the best policy #smile,1,0,0,0,0

"@TheSandraGal Glad to see that you're having fun in the sun. Water sports are always fun, challenging, and exhilarating. #happiness #beauty",1,0,0,0,0

@STLouis_RamsFan their whole team is limited when they're on the field. ,1,0,0,0,0

"Happy Birthday, LOST! / #lost #dharmainitiative #12years #22september2004 #oceanic815",1,0,0,0,0

"This night is sparkling, don't you let it go! I'm wonderstruck, blushing all the way home..' #ValerieBot",1,0,0,0,0

The current run of superman continues to be a delight! You can feel the love poured into it by everone on the creative team #superman,1,0,0,0,0

#FF \n\n@The_Family_X \n\n#soul #blues &amp; #rock #band\n\n#music from the #heart\n\nWith soul &amp; #passion \n\nXx 🎶 xX,1,0,0,0,0

"On the bright side, my music theory teacher just pocket dabbed and said, 'I know what's hip.' And walked away 😂😭",1,0,0,0,0

Morning all! Of course it is sunny on this Monday morning to cheerfully welcome us back to work.:),1,0,0,0,0

"I look at some of the average players that play at the min and pine Nani, Rafael , RVP ,",1,0,0,0,0

Happy Birthday @Brooke56_56 #cheer #cheerchick #jeep #jeepgirl #IDriveAJeep #jeepjeep #Cheer,1,0,0,0,0

@Cherie_Fitz it's being extremely playful,1,0,0,0,0

"CommunitySleepCoach: Look at these #narcoleptic #puppies. Make you #smile. If you are human &amp; find yourself in such odd positions, seek #th…",1,0,0,0,0

@airvistara as always it was indeed a wonderful experience flying with you guys today #bestinbusiness #delight #happyme,1,0,0,0,0

"Be happy. Be who you want to be. If others don't like it, then let them be. Happiness is a choice. Life isn't about pleasing everybody....",1,0,0,0,0

"Grateful for all the hungry people in my life! Hungry to learn, change, grow, help, etc - not sure anybody has it better! ",1,0,0,0,0

@kcbbcxo don't get discouraged! it's early on &amp; it can get overwhelming. keep reading &amp; use cue cards 😊 it'll get better!!,1,0,0,0,0

"Df not be afraid to take a chance on peace, to teach peace, to live peace.Peace will be the last wordvof history Pope John Paul II",1,0,0,0,0

Ryan Gosling and Eva Mendes finally  ; B joyful an funny/dont boss/dont argue/do everything with kids/go on mini car trips/ focus on love,1,0,0,0,0

"@leighsteinberg April 25th, 2010 for me. Keep up the good work!! #sober #prouder",1,0,0,0,0

"Hey u never know, Channel 4's version of #GBBO might actually be quite good. A few adverts aren't the end of the world. #optimism",1,0,0,0,0

Your future is bright. #Remember,1,0,0,0,0

"@Harry_Styles 💖\nHeart so pure and smile\nso bright, I love you\nmore than the number\nof stars at night.\nKindly follow me please\nHarry?\n—90,127",1,0,0,0,0

"As your own lives in order to complete our amazing life journey successfully, it is there. ",1,0,0,0,0

"#TheWordOfGOD #taught, #preached #correctly will #ComfortTheAfflicted &amp; #AfflictTheComfortable; it will #offend &amp; #TellTheTruth #AboutSin!",1,0,0,0,0

@salutetroye you look adorable awe,1,0,0,0,0

@chrisrock brings back great memories of hilarity on #SATURDAYNIGHTLIVE,1,0,0,0,0

@Tomstarling86 He didn't have many chances to show what he can do but looked lively and had a good shot tipped over the bar before the end.,1,0,0,0,0

@D_McMenemy It'll be easy to spot the parade of tiny weans in expensive jammies. Really is hilarious!,1,0,0,0,0

“Worry is a down payment on a problem you may never have'.  Joyce Meyer. #motivation #leadership ,1,0,0,0,0

@TauDeltaPhiDK THANK YOU FOR MY OBAMA CUT OUT!!!!!! I am elated that he's back home😍,1,0,0,0,0

"@MannersAboveAll *laughs louder this time, shaking my head* That was really cheesy, wasn't it?",1,0,0,0,0

@TeamGrout glee,1,0,0,0,0

Finn singing 'Can't Fight This Feeling' in the shower and Will spying on him is one of the best scenes on any show. #glee,1,0,0,0,0

The race advances only by the extra achievements of the individual. You are the individual. ~Charles Towne\n  #inspire,1,0,0,0,0

These girls who are playful and childlike seem to have such lovely relationships. Can't imagine them having serious convos but it's cute  😍😍,1,0,0,0,0

"It's not that the man did not know how to juggle, he just didn't have the balls to do it.\n #funny #pun #punny #lol ",1,0,0,0,0

Retweeted GunnySmith93 (@Stephen21Smith):\n\nDays like today I am happy to be alive! #blessed ,1,0,0,0,0

"I'm absolutely in love with Laurie Hernandez, she's so adorable and is always so cheerful!",1,0,0,0,0

Impractical Jokers...practically genius!!!  @BQQuinn  #good4thesoul #ImpracticalJokers #bingewatching,1,0,0,0,0

My ukulele bag has fallen apart. 😐 WELLL AT LEAST my life hasn't yet!! #Joys\n\n#quote  #problemsolving #behappy,1,0,0,0,0

"@my2k aaa Cam animated that, so proud of our boy",1,0,0,0,0

"Mate the thing I get excited about in my profession are mad. A client said she opened her bowels, I'm rejoicing",1,0,0,0,0

jstor's lingua obscura articles are always such a delight,1,0,0,0,0

Feel the wrath of my air-dropped pamphlets!,1,0,0,0,0

@MichiganBromo Good optimism sir :),1,0,0,0,0

"@noveliciouss OMG, that's such a beautiful quote.  #amwriting",1,0,0,0,0

"@BratzHead happy birthday to the most beautiful cheerful sister ever, llnp 💕❣🎉",1,0,0,0,0

@Mickeyplyler @QualkTalk the refs are in GT's favor tonight. ,1,0,0,0,0

Watch this amazing live.ly broadcast by @flydudern  #musically,1,0,0,0,0

@RealKyper @NHL watching the jubilant scrum at the end of the day and remembering they're all still kids! #priceless,1,0,0,0,0

Good morning chirpy #SpringEquinox and your pensive sister #AutumnEquinox A perfect day however it is expressed 🌹🍁🌓☯️ #theBeautyofBalance,1,0,0,0,0

The difference between someone's selfies when they're happy vs. unhappy is absolutely amazing.,1,0,0,0,0

Lady gaga fucking followed i have been waiting for this day for ages it fucking happened im shaking thank you so much @ladygaga ❤️,1,0,0,0,0

@Its_just_Huong I will beat you !!! Always thought id be gryffindor so this is a whole new world for me 😨😨😨 #excited ,1,0,0,0,0

@niceoneWern @Alotta_Pain the gleesome threesome,1,0,0,0,0

"@npagliaro1 That's awesome!  p.s. ok, what are the odds of that, swapping neighborhoods? #hilarious",1,0,0,0,0

@WildRoverTours Thank you for follow and its a good website you have and cheering with no hassle.,1,0,0,0,0

@philjame5 @spoke_bros wow! that looks bright,1,0,0,0,0

@BTS_twt people have so much negativity filled inside them but im always happy that in such a gloomy world someone like u exists Namjoon,1,0,0,0,0

@SMalloy_LWOS that's not easy to blow up the LT on a run play. He created the seam for Sua to burst through,1,0,0,0,0

@patienceinbee @camposanto But I decided to be a bit lackadaisical about getting dressed to get groceries.,1,0,0,0,0

@DipstickDipper \n'It's alright!' She said cheerfully trying to make the moment fun,1,0,0,0,0

@ReadingFC @EFLCup - remind them 'Twenty's Plenty' !,1,0,0,0,0

"@carl_diggler @TMZ_Sports Thank you for saying what others are afraid to say, Carl. Big fan!",1,0,0,0,0

About 7 weeks till I can pick up my camera again. Though I think there is a group cemetery shoot in october I can make! #photography ,1,0,0,1,0

@BigLepley @angela31694996 @TheIndigoArrow Want to start a biker gang together when the GTA Online Biker DLC comes out?,1,0,0,1,0

I believe I'm gonna start singing in my snap stories on the tractor. Switch it up a little bit.,1,0,0,1,0

"All clouded out.\n\n Considering using a camera, 1) star trails 2) eyepiece projection.",1,0,0,1,0

@KMunie7 @KaranEsch Helluva lot more animated than they were for the actual game &gt;.&lt;,1,0,0,1,0

Watch this amazing live.ly broadcast by @matt.boss  #musicallyjh,1,0,0,1,0

Watch this amazing live.ly broadcast by @brooks_swaggysquad  #musically,1,0,0,1,0

#GetSmartWithARQ is a smart way to start investing and #whiteicenetwork is smart source 2 #start #skilled #manpower #recruitment for ur firm,1,0,0,1,0

"@Johncrookshanks 'Elizabeth Smith!' She said with a cheery smile 'Pleasure to meet you, sir! Where have you travelled from?'",1,0,0,1,0

"@JohnDotWhite I remember its heyday, but these ladies range in age from, I'd say, mid-30s to early 70s.",1,0,0,1,0

"Ha! @mquirk @joshuahoodbooks Got your book after our 'meeting' at the Starbucks in NOLA. If Josh says it's terrific, I'm all in.",1,0,0,1,0

#ThisIsUs has messed with my mind &amp; now I'm anticipating the next episode with #apprehension &amp; #delight! #isthereahelplineforthis,1,0,0,1,0

"@Nikhilv95 @LydiajaneF I wish, I really, truly wish, that I had just a modicum of your banter. ",1,0,0,1,0

Said it before and I'll say it now: America is really fortunate that black people only want equality and not revenge.,1,0,0,1,0

Solid starts by #Bozzelli and #BenEvans. Hoping for a good #start !,1,0,0,1,0

"@theclobra lol I thought maybe, couldn't decide if there was levity or not",1,0,0,1,0

I see I'll be hovering over the block button today with much glee.,1,0,0,1,0

When @idinamenzel says she's releasing more #IdinaParty tickets and you set an alarm to not miss it... #fingerscrossed #Idina.,1,0,0,1,0

@enews #breezy deserve it..,1,0,0,1,0

"@GOP she's ahead in the polls &amp; after Trumps dismal performance at upcoming debate, it will be an easy win for Hillary.",1,0,0,1,0

I can't wait for you to listen to my new single 'Mystery' and my new album😋. #newmusic #newsingle #newalbum #2016 #popmusic #dark,1,0,0,1,0

@alyssasimpson21 I gave up KENDRICK LAMAR to eat barbecue with him. ,1,0,0,1,0

"@Gsmsbooksrus @goodreads 'so shines a good deed in a weary world' Roald Dahl, Charlie and the Chocolate Factory",1,0,0,1,0

Rooney is 5 yards off the pace in a League Cup game against Northampton Town. Let that sink in for a moment. #MUFC,1,0,0,1,0

"mattmilne76 Thank you for letting us know!  Please do not hesitate to contact us in the future, if our assistance is needed. Thank you!",1,0,0,1,0

Follow this amazing Australian author @KristyBerridge #fiction  #zombies #angels #demons #vampires #werewolves #follow #authorlove,1,0,0,1,0

Whatt a trailerrrr !!! @karanjohar @AnushkaSharma #RanbirKapoor #AishwaryaRaiBachchan i am COMPLETELY BLOWN !! #awestruck #longingformore,1,0,0,1,0

Watch this amazing live.ly broadcast by @mrgummyking #lively #musically,1,0,0,1,0

"Turkish exhilaration: for a 30% shade off irruptive russian visitors this twelvemonth, gobbler is nephalism so...",1,0,0,1,0

Don't be afraid to give up the good to go for the great. - John D. Rockefeller #quote #inspiration  #great #motivation,1,0,0,1,0

"@tabstamlyn @lara_hunt1 I will, next time I'll make sure everything is sparkling clean",1,0,0,1,0

Pull over #tonight and make your car #shake 😋💦,1,0,0,1,0

"Wazza blocks Carrick's shot and then misses a sitter that Memphis, who was ready beside him, surely wouldve buried. Good start lol #MUFC",1,0,0,1,0

@janhopis I found the first few episodes of Bojack incredibly funny. Then it got less funny but I stayed for the #drama,1,0,0,1,0

