Text,achievement,affection,bonding,enjoy_the_moment,exercise,leisure,nature
"I traveled with my family and went to a beautiful beach, I enjoyed most of the attraction in the area, there's entertainers everywhere and a lot of people are gathering with music bands partying. It was a pleasant experience and I hope to return there anytime soon.",0,1,0,0,0,0,0
My son gave me a big hug in the morning when I woke him up.,0,1,0,0,0,0,0
My brother got an interview for the job he applied for and it's very likely he'll get hired,0,1,0,0,0,0,0
My older daughter keeps telling me when she wants to go to the bathroom.,0,1,0,0,0,0,0
I celebrated my 7th wedding anniversary with my wife.,0,1,0,0,0,0,0
My wife wear her favorite saree for office meeting.,0,1,0,0,0,0,0
I spoke with my ex-wife on the phone and made plans to see my son this Thursday.,0,1,0,0,0,0,0
more than anything else it was my only daughter's birthday as she turned 9 and her special day made it my day special too.,0,1,0,0,0,0,0
My daughter visited me at evening,0,1,0,0,0,0,0
I made dinner for my boyfriend and he complimented me on it. I felt happy for the compliment and that I was able to make him happy.,0,1,0,0,0,0,0
"today morning i went to shopping at that time i seen one accident that is very unforgettable .a small boy were crossing the road at that time one man who were ride his cycle very fast and he were kick the boy from his cycle unfortunately ,the boy were fell down and he were get wounds in his leg and hand .he were shouted lot and cry .then i were went closer to that boy and i took him to the hospital and return safe to his home.",0,1,0,0,0,0,0
"yesterday my son want to ride my bike, when he move it he got happy....me too",0,1,0,0,0,0,0
My daughter said Donald Duck for the first time and then she said Daisy.,0,1,0,0,0,0,0
Had a nice conversation with the wife of the neighbour who rarely speaks to me. She seems nice.,0,1,0,0,0,0,0
I was able to leave early from office. I had an amazing evening with my mother and wife.,0,1,0,0,0,0,0
"When i get back to home then my wife make a very good food for me, which i like most.",0,1,0,0,0,0,0
I took a shower with my wife,0,1,0,0,0,0,0
I took a walk with my girlfriend at night.,0,1,0,0,0,0,0
My daughter got rewarded for best English speech in class,0,1,0,0,0,0,0
"I recently became friends with a really great group of people. Yesterday we ordered pizza, Chinese, and taco bell. Then we sat around talking and eating. Good times.Talking to my sister in law, eating some chocolate custard, and spending some time with my youngest child",0,1,0,0,0,0,0
I got a surprise gift from my parents,0,1,0,0,0,0,0
My husband purchased a few things I like from the market.,0,1,0,0,0,0,0
"When I got home from work, my girlfriend greeted me with a hug, and dinner already prepared and setup on the table.",0,1,0,0,0,0,0
I was able to celebrate my fathers birthday by treating him out to dinner. To be able to see how happy he was truly made me happy.,0,1,0,0,0,0,0
Another happy moment that happened to me in the past 24 hours was that my one year old daughter took a few steps this morning.,0,1,0,0,0,0,0
"When I woke my young daughter up this morning for school, she insisted that she would make breakfast which consisted of coffee and toast.",0,1,0,0,0,0,0
"I joked around with my mum when she got home from work and it made her happy ,which in turn made me happy as well.",0,1,0,0,0,0,0
When me and my wife shared pleasures. Both of us were very happy.,0,1,0,0,0,0,0
"Watching a field full of horses at work having a mad happy hon about, and getting some stunning recalls from my little dogleg.",0,1,0,0,0,0,0
Spending time with my parents.,0,1,0,0,0,0,0
I got to finish a tv series I was watching with my mom,0,1,0,0,0,0,0
My husband bought my favourite sweet that really made me very happy,0,1,0,0,0,0,0
Today afternoon 2.00 p.m  my husband suddenly planned for vacation tour . He booked the ticket for whole trip . I didn't expect  this from my husband .,0,1,0,0,0,0,0
My husband made me my favorite food for dinner.,0,1,0,0,0,0,0
my hole family out to have dinner,0,1,0,0,0,0,0
I played with my dog outside. It was sunny and we both had fun.,0,1,0,0,0,0,0
I got a gift from my brother without any reason.,0,1,0,0,0,0,0
to day i make breakfast to my parents,0,1,0,0,0,0,0
I felt my baby move in my belly for the first time!,0,1,0,0,0,0,0
I went to Costco with my daughter and did not buy anything.,0,1,0,0,0,0,0
Eating lunch with my mom and dad.,0,1,0,0,0,0,0
Someone who needs to retire at work was breathing heavily like her lungs were going to quit. She is a lazy worker and I want her to leave.,0,1,0,0,0,0,0
i brought dresses to my parents to day,0,1,0,0,0,0,0
My mother called out of the blue to tell me how proud she is of me.,0,1,0,0,0,0,0
I was happy when I had lunch with my husband.,0,1,0,0,0,0,0
my maid cooked a delicious meal today for my family,0,1,0,0,0,0,0
"Like I said up  above I wake up early to get started on mturk, Yesterday morning my daughter stoped and got me coffee in the morning. It was nice  and much needed.",0,1,0,0,0,0,0
I watched my kids playing together and not fighting.,0,1,0,0,0,0,0
I made a delicious homemade Pad Thai and my husband was so happy to eat it and give so many compliments.,0,1,0,0,0,0,0
"I cooked dinner with my son, we made meatballs.",0,1,0,0,0,0,0
My 6 year old came and sat on my lap while we watched tv.,0,1,0,0,0,0,0
"My fiance found some old Magic the Gathering cards his brother was going to just throw out, so he brought them home!",0,1,0,0,0,0,0
I made vacation plans with my daughter today for Florida in July.,0,1,0,0,0,0,0
"The difficult dog that hardly ever listens to me, finally decided to come today when I called her.",0,1,0,0,0,0,0
GO TO THEATRE AND MAKE HAPPY WITH MY FAMILY,0,1,0,0,0,0,0
My husband kissing me hello.,0,1,0,0,0,0,0
I played tug-of-war with my new dog Leo.,0,1,0,0,0,0,0
I shared a big breakfast with my boyfriend,0,1,0,0,0,0,0
My mother is recovering from weakness after chemotherapy cycle.,0,1,0,0,0,0,0
I brought some gifts for my siblings.,0,1,0,0,0,0,0
I enjoyed having dinner with my brother and my family in the garden restaurant yesterday.,0,1,0,0,0,0,0
My cat has been sick and yesterday she ate some food and scampered around the apartment.,0,1,0,0,0,0,0
Meeting up with my girlfriend at the park and just talking.,0,1,0,0,0,0,0
My son gave me a big hug in the morning when I woke him up.,0,1,0,0,0,0,0
My younger daughter can lift her head now.,0,1,0,0,0,0,0
"I was struggling to relocate my wardrobe near windows, my husband did it for me without my knowledge before I am back from dropping kids in school.",0,1,0,0,0,0,0
LAST EVENING IN MY OFFICE I GOT A GIFT CONTAINING A TOUR PACKAGE INCLUDING MY FAMILY FOR THE SUCCESS IN MY PROJECT. I FELT SURPRISE AND HAPPY.,0,1,0,0,0,0,0
I made tea this morning with ginger. My wife liked it very much and this made me happy.,0,1,0,0,0,0,0
I talked to my mother on the phone for half an hour.,0,1,0,0,0,0,0
I picked up my cat and he turned in my arms and seemed to hug me back while purring. I was happy that he was happy.,0,1,0,0,0,0,0
i very eagerly waiting to see my friend engagement function .she were really very cute and beautiful .she were very happy to have the engagement with his loved one .my friend character were really good and adjustable his partner were also very kind and humble .they were made for each other .they were loved a long years and they were in the living together relationship then now they were understand well and now they get soon get married.,0,1,0,0,0,0,0
The rain stopped and I was able to take a long walk with my dog just before daybreak.,0,1,0,0,0,0,0
During the lunch time My lovely wife gave me a special hug and sweet kiss.,0,1,0,0,0,0,0
"I went my sons school for open house yesterday, the teacher told about him very positively, that made me happy",0,1,0,0,0,0,0
My mom took us to dinner and I ate a shrimp chimichanga,0,1,0,0,0,0,0
I went for a ride in enfield bullet in the morning weather with my husband.Its awesome.,0,1,0,0,0,0,0
I didn't have to take my kids to school today because it's the first day of their spring break.,0,1,0,0,0,0,0
I watched my favorite movie with my wife late at night,0,1,0,0,0,0,0
I spent time relaxing with my husband and watching television.,0,1,0,0,0,0,0
I made love to my wife,0,1,0,0,0,0,0
Last night my father gives me a gift which is bike its very very special for me its also happiest moment for me.,0,1,0,0,0,0,0
My cousin came from my native to see my son she staying in London today she came to my home its so happy to see her in my house,0,1,0,0,0,0,0
We had a serious talk with some friends of ours who have been flaky lately. They understood and we had a good evening hanging out.,0,0,1,0,0,0,0
went to movies with my friends it was fun,0,0,1,0,0,0,0
I helped my neighbour to fix their car damages.,0,0,1,0,0,0,0
A hot kiss with my girl friend last night made my day,0,0,1,0,0,0,0
"We were competing against another team in a online game, I was playing with my friends most of them were my childhood friends, we grew up together and went to the same school since we're just kids. We've been playing this game together for almost 2 years now and we kinda formed a team for ourselves for this game. The game started smoothly and everyone was being hyped about the fight. Slowly, things started to become interesting and exciting then before we know it it became a close fight where the score was 2-2, 1 more pointand the winner will be declared. Everyone was looking up to me since they knew I was the best within my friends inthis particular game. I started commanding them to what to do and what to expect against our enemies. This game, It was a team based game, 5 vs 5. My team was starting to fail and demoralization ensues but I tried and did my best, before I knew it, we won! I maneuvered through each attack of the enemy and with skilland with some luck I dodged and countered them.",0,0,1,0,0,0,0
The offsite with colleagues was great fun. We had stimulating discussions.,0,0,1,0,0,0,0
when i received flowers from my best friend,0,0,1,0,0,0,0
i met my favorite superstar for the first time,0,0,1,0,0,0,0
I saw two close friends that I haven't seen for a couple months.,0,0,1,0,0,0,0
Seeing most of my friends and being able to catch up with them filled me with joy.,0,0,1,0,0,0,0
gathering with old friends from school,0,0,1,0,0,0,0
"My went to a movie with my friends , had popcorn and coke.Was fun !",0,0,1,0,0,0,0
"In the past 24 hours, I talked to my friend who doesn't call very often.",0,0,1,0,0,0,0
"I met my college friends today. We had a good time together and we had enough time chatting with each other. We went to our favourite destination the cream centre, where we explored the delicious taste of ice creams.",0,0,1,0,0,0,0
TO DAY MORNING I TRAINED MY NEIGHBOR CHILD TO RUN CYCLE. I ENJOYED A LOT,0,0,1,0,0,0,0
I went out for dinner with my friends and enjoyed a lot.,0,0,1,0,0,0,0
I was able to successfully assist a friend in their job search by setting them up with an interview.,0,0,1,0,0,0,0
We met up with some buddies for drinks and dinner last night.  It was great being able to hang out with them and watch some hockey.,0,0,1,0,0,0,0
I met with my old time friends.,0,0,1,0,0,0,0
I met my childhood friend after 10 years,0,0,1,0,0,0,0
talked with an old friend.,0,0,1,0,0,0,0
"Not mucha| Salade Perigourdine full of goodies, a glass of nice red wine from the ... Your personal AI assistant for writing better emails. .... The happiest moment in the last 24 hours was when I reunited with my best mate, Luke, and took 2 ...",0,0,1,0,0,0,0
My friend came and visited me at work and we talked for a few minutes.,0,0,1,0,0,0,0
The offsite with colleagues was great fun. We had stimulating discussions..,0,0,1,0,0,0,0
I played tennis with my friends,0,0,1,0,0,0,0
I was able to eat out for dinner with one of her best friends.,0,0,1,0,0,0,0
I spoke to my college friend Angie for about 30 minutes for the first time since last summer.,0,0,1,0,0,0,0
FRIEND GIFTED ME A RING FOR MY PAPER SELECTED FOR NATIONAL CONFERENCE,0,0,1,0,0,0,0
"Yesterday evening my friend and I played badminton, we enjoyed it.",0,0,1,0,0,0,0
I met my childhood friend after a long time and got a hug from her and that moment was wonderful.,0,0,1,0,0,0,0
"I went to get sushi with my high-school friends, and it was like a small reunion.",0,0,1,0,0,0,0
Early morning I got so many messages n wishes from friends n family members as it's our new year today .i felt so loved by everyone,0,0,1,0,0,0,0
I celebrated my birthday with my friends.,0,0,1,0,0,0,0
Got respect from all my friends by doing a social welfare thing.,0,0,1,0,0,0,0
I got an offer to help a photographer friend to shoot the Cubs' season opener game.,0,0,1,0,0,0,0
I met my old friend both were studying 20 years back. there after no link. unexpectedly i met him in airport. It was very surprise to me. Later we remembered our childhood days. and present life.,0,0,1,0,0,0,0
"My friends thrown a surprise party for my promotion yesterday, so happy.",0,0,1,0,0,0,0
I and my friends went to my favourite amusement park at the end of my street. We had great time there. We went to all the amazing rides and elated in ecstasy.,0,0,1,0,0,0,0
My friend called me to tell me of a possible job opening in my field.,0,0,1,0,0,0,0
I was able to stay under 700 calories yesterday and continue my fast so I can eat out with my friends this weekend.,0,0,1,0,0,0,0
LAST NIGHT I WENT TO HOTEL FOR A DINNER WITH Y GIRL FRIEND,0,0,1,0,0,0,0
I was able to go and workout with a coworker of mine and that prepped me for the day and made me happy.,0,0,1,0,0,0,0
Playing cricket with friends,0,0,1,0,0,0,0
"I had an in-service that I was not looking forward to attending,  but ended up having a great time with 4 friends and my daughter.",0,0,1,0,0,0,0
I was really happy to find out that a friend of mine was getting married.  They even asked me to be in their wedding!,0,0,1,0,0,0,0
I went to bible study tonight with special needs friends.,0,0,1,0,0,0,0
My mother prepared her special biriyani for me and my friend,0,0,1,0,0,0,0
I got an email from an old friend.,0,0,1,0,0,0,0
My pen pal in Vermont called me unexpectedly. We've been friends for 30 years and hope to meet in person some day.,0,0,1,0,0,0,0
The offsite with colleagues was great fun. We had stimulating discussions.,0,0,1,0,0,0,0
The offsite with colleagues was great fun. We had stimulating discussions.,0,0,1,0,0,0,0
I got to see a very good old friend that came over at my daughter's birthday.,0,0,1,0,0,0,0
I went out with my co workers to celebrate my promotions.,0,0,1,0,0,0,0
I met up with a group of people that I haven't seen for almost half a year.,0,0,1,0,0,0,0
My long time best friend came to visit me with family after so many years.,0,0,1,0,0,0,0
A good dinner in a nice restaurant with coworkers.,0,0,1,0,0,0,0
I had lunch with a friend I hadn't seen in awhile.,0,0,1,0,0,0,0
Today when i was travelling in bus I met with a stranger with whom i had a long talk.The man i met was equal to 100 books.He amazed me with many facts and experiences in his life.He also gave me many  life hacks to deal with many day to day problems.I was so glad to have such a new friend today.,0,0,1,0,0,0,0
I got a huge amount in as a gift from my friends as my engagement gift,0,0,1,0,0,0,0
My best friend birthday,0,0,1,0,0,0,0
i met my old friends after 5 years.we all had a talk for half a day.we played football like my old days.,0,0,1,0,0,0,0
I had a nice conversation with a good friend at work.,0,0,1,0,0,0,0
"we went for birthday party of my son's friend at  today 11.30 . I talked with his friend's mother  openly  , we chatted very happily & had nice lunch . In this party I got new friends. I  and my son enjoyed a lot .",0,0,1,0,0,0,0
I live tweeted with a group of fans.,0,0,1,0,0,0,0
I got to get together with some people from church to help out at the retirement home.It is always a good feeling to help people.,0,0,1,0,0,0,0
Had a log walk with my friends after a heavy lunch,0,0,1,0,0,0,0
Seeing a friend I haven't seen in a long time,0,0,1,0,0,0,0
I and my friends went to my favourite restaurant. We ate all the special dishes there. We all went astonished in taste and delicacy,0,0,1,0,0,0,0
I met with my school friends and enjoyed a lot.,0,0,1,0,0,0,0
Meeting up with some older friends that I hadn't seen for a while.,0,0,1,0,0,0,0
I spent time with friends on a creative endeavor.,0,0,1,0,0,0,0
Hanging out with friends.,0,0,1,0,0,0,0
My old friend Renee invited me out to dinner.,0,0,1,0,0,0,0
I went for a meeting about Peruvian dances with my friends,0,0,1,0,0,0,0
Went out for a walk and had a great talk with a random stranger in the morning.,0,0,1,0,0,0,0
I received a birthday gift in the mail from a good friend of mine.,0,0,1,0,0,0,0
I finally had a chance to talk about some things that were really bothering me with a good friend.,0,0,1,0,0,0,0
My neighbor came over to see the completion of my project.  She gave many positive compliments which made me happy.,0,0,1,0,0,0,0
"After shoveling my neighbor's driveway a couple weeks back, they surprised me by ordering me a pizza for dinner.",0,0,1,0,0,0,0
I was happy to run a dungeons and dragons campaigns for my friends.,0,0,1,0,0,0,0
I went out last night and a friend made me an awesome drink with chocolate syrup and bailey's irish cream.,0,0,1,0,0,0,0
I had a conversation with a girl I met online today.,0,0,1,0,0,0,0
I hung out with a close friend last night and had dinner and drinks with him.,0,0,1,0,0,0,0
I was happy because I went to dinner last night with friends I hadn't seen months.,0,0,1,0,0,0,0
I had a pleasant conversation with a girl I like.,0,0,1,0,0,0,0
My friend sent me a funny picture.,0,0,1,0,0,0,0
I went out with friends to have drinks at a bar.,0,0,1,0,0,0,0
I met with a friend for lunch and had a nice time socializing.,0,0,1,0,0,0,0
I saw some friends that I had not seen in a while and it was good to reconnect.,0,0,1,0,0,0,0
My roommate made me breakfast this morning.,0,0,1,0,0,0,0
"A friend of mine was on the verge of crying. She just threw herself at me, clutched at my clothes, and sighed with some relief as I held her tightly. I was overwhelmed she found comfort in my embrace.",0,0,1,0,0,0,0
I received from free sushi from a coworker,0,0,1,0,0,0,0
My friend treated me to a nice lunch. It was seafood and delicious. I didn't have to pay for anything.,0,0,1,0,0,0,0
I went to shoot pool with my friends. I won the game.,0,0,1,0,0,0,0
I went bouldering at a gym with a good friend.,0,0,1,0,0,0,0
Yesterday we had donuts at work to celebrate a co-workers birthday. It was a nice surprise!,0,0,1,0,0,0,0
A friend took me to lunch today.,0,0,1,0,0,0,0
"Coworkers are making steps to help me in getting more hours in at work, which would give me benefits and higher pay",0,0,1,0,0,0,0
Playing a video game with my friend.,0,0,1,0,0,0,0
I made a new friend online,0,0,1,0,0,0,0
I played a few hours of video games with my closest friends.,0,0,1,0,0,0,0
Coworker brought in donuts for breakfast,0,0,1,0,0,0,0
"My friend, Sheryl came over to visit me and my puppy.",0,0,1,0,0,0,0
sitting down talking to my neighbor,0,0,1,0,0,0,0
I finished making a mega cake for a friend's birthday and it came out great!,0,0,1,0,0,0,0
I went to a local bar and had dinner with an old friend.,0,0,1,0,0,0,0
"I met up with a few friends for some tea and a Bible study session, it was really fun and engaging.",0,0,1,0,0,0,0
Today made me happy because I was able to enjoy time with some of my co-workers outside of work.,0,0,1,0,0,0,0
Playing videogame with my friend.,0,0,1,0,0,0,0
I talked on the phone with my best friend and we laughed a lot.,0,0,1,0,0,0,0
I was able to help my friend get more money for ssi.,0,0,1,0,0,0,0
I got to meet with some old friends to celebrate one of their birthdays.,0,0,1,0,0,0,0
I GOT GOVERNMENT JOBFRIENDS MEETINGFRIENDS GET TO GATHER PARTYI'M GOING TO MOVIE FRIENDS ALSO MOVIE,0,0,1,0,0,0,0
"When I walked into the classroom, the students ran up and excitedly hugged me.",0,0,1,0,0,0,0
I had a great discussion about Philosophy with a colleague of mine. We both agree on a major philosophical issue.,0,0,1,0,0,0,0
I went to a hockey game with 3 close friends.,0,0,1,0,0,0,0
The coworkers I met for lunch today were nice people and I had a good chat with them.,0,0,1,0,0,0,0
I got off the place and was greeted by a friend I am visiting.,0,0,1,0,0,0,0
I had a really fun night out  at a bar with an old friend.,0,0,1,0,0,0,0
My friend marriage,0,0,1,0,0,0,0
I went on a bicycle ride with my roommate Ryan on a new trail east of our apartment.,0,0,1,0,0,0,0
My son told me this morning that I was his best friend.,0,0,1,0,0,0,0
I went to dinner with my roommates and laughed until my stomach hurt.,0,0,1,0,0,0,0
My coworker just received news that she had an accepted offer on her home.,0,0,1,0,0,0,0
I was happy to be able to help my friend with money issues.,0,0,1,0,0,0,0
Watching my kid play with her friends yesterday,0,0,1,0,0,0,0
A friend came over to help install an appliance.  I was very happy I didn't have to pay a professional.,0,0,1,0,0,0,0
I got to spend time with my friend as we watched one of our favorite shows together.,0,0,1,0,0,0,0
I got a piece of candy from my friend.,0,0,1,0,0,0,0
I played video games with my roommate and online friends.,0,0,1,0,0,0,0
Within the past 24 hours I felt happy when I got a text from a good friend and found out that they are feeling better after being sick for the past two weeks.,0,0,1,0,0,0,0
Walking outside with a friend playing pokemon go,0,0,1,0,0,0,0
I had lunch with a friend and found out that another friend is going to be a bartender at the place.,0,0,1,0,0,0,0
A friend made dinner for me.,0,0,1,0,0,0,0
I had a great lunch with a former co-worker of mine. I had not seen him for months and we caught up,0,0,1,0,0,0,0
My friends birthday was today. We went to applebee's.,0,0,1,0,0,0,0
"I met a good friend for coffee and got to see her one year old son, I hadn't seen him in a long time.",0,0,1,0,0,0,0
My friends make jokes with me.,0,0,1,0,0,0,0
It made me happy when I spoke to my friend.,0,0,1,0,0,0,0
"I was preparing a scrap book for another friend for her birthday. It had screenshots of our chats during the past year, photos, and notes. She teared up going through it and told me aI donat know what have I done to deserve people like you caring this mucha",0,0,1,0,0,0,0
I gave my students an activity and they had fun with it.,0,0,1,0,0,0,0
My roommate bought me hersheys kisses,0,0,1,0,0,0,0
I saw a friend end her last chemo treatment for breast cancer yesterday.,0,0,1,0,0,0,0
My friend stopped by to cht and see me who I have not seen since last year. It was awesome to touch base again and have him back in town.,0,0,1,0,0,0,0
I spoke on the telephone to my mum and she seemed happy having a good time with friends and managing well.,0,0,1,0,0,0,0
I smoked some weed with my very close friends.,0,0,1,0,0,0,0
i felt happy today when my favorite show came on and my roommates all watched it with me.,0,0,1,0,0,0,0
I took a walk at lunch with a friend and played pokemon go,0,0,1,0,0,0,0
I got to attend a work conference with work friends.,0,0,1,0,0,0,0
I got to play some videogames with my best friend and we had a great time.,0,0,1,0,0,0,0
I called up a friend who I owe money to and she said that it is okay if I repaid her at later date.,0,0,1,0,0,0,0
I spent some quality time with some coworkers I really like.,0,0,1,0,0,0,0
I WAS HAPPY TO HEAR THAT A FRIEND OF MINE HAD A HEALTHY BABY.,0,0,1,0,0,0,0
I went to the dog park with my friend. It was nice seeing a bunch of other dogs that a\are so friendly run up to you and just giving you love.,0,0,1,0,0,0,0
I was talking to my future roommate and she kept making funny jokes.,0,0,1,0,0,0,0
I went to a meditation class with my friend.,0,0,1,0,0,0,0
Seeing my friend's beautiful girlfriend.,0,0,1,0,0,0,0
I went to lunch today with a close friend and we had a great time.,0,0,1,0,0,0,0
I had lunch at Red Robin with my coworker today.,0,0,1,0,0,0,0
My friend and I took a long walk.,0,0,1,0,0,0,0
My close friend got their work accepted that I helped work on to a large art website.,0,0,1,0,0,0,0
I got a call from my friend in texas that I haven't heard from in months,0,0,1,0,0,0,0
I decided to play a video game with a friend online; I had a lot of fun and that made me really happy.,0,0,1,0,0,0,0
Had fun with friends,0,0,1,0,0,0,0
"I went to dinner with some friends, after a meeting.",0,0,1,0,0,0,0
I went to the gym with a friend of mine who I hadn't seen in a long time.,0,0,1,0,0,0,0
I chatted with my friends on email.,0,0,1,0,0,0,0
I went out for Chinese food with my coworkers.,0,0,1,0,0,0,0
My co-worker bought coffee for the entire office.,0,0,1,0,0,0,0
I got an invite to a friend's wedding in the mail.,0,0,1,0,0,0,0
I reminisced about our college days with a co-worker this afternoon.,0,0,1,0,0,0,0
I met a close friend for coffee.,0,0,1,0,0,0,0
I made future plans to hang out with friends for the weekend.,0,0,1,0,0,0,0
Catching up with an old friend over facebook,0,0,1,0,0,0,0
"While leaving the store, I gave some food to a homeless man and he thanked me.",0,0,1,0,0,0,0
"I had lunch with my bests friends, which is somenthing we did regularly a while back, but is very rare at the moment. It was great.",0,0,1,0,0,0,0
When I woke up in the yesterday I got the news I was about to me in a wedding of one of my closet friends. She asked to be a brides maid in a wedding thats going to be in London.,0,0,1,0,0,0,0
We watched inspirational videos from the Ellen Degeneres show to open class. It made me happy to see so many passionate people that are helping the world be a better place.,0,0,1,0,0,0,0
I got to talk to one of my best friends on the phone for about 15 minutes. He lives far away so it was a great catch-up!,0,0,1,0,0,0,0
"A friend of mine was on the verge of crying. She just threw herself at me, clutched at my clothes, and sighed with some relief as I held her tightly. I was overwhelmed she found comfort in my embrace.",0,0,1,0,0,0,0
YESTERDAY MY MOMS BIRTHDAY SO I ENJOYED,0,0,0,1,0,0,0
"Hearing Songs It can be nearly impossible to go from angry to happy, so you're just looking for the thought that eases you out of your angry feeling and moves you in the direction of happiness. It may take a while, but as long as you're headed in a more positive direction youall be doing yourself a world of good.",0,0,0,1,0,0,0
"There are two types of people in the world: those who choose to be happy, and those who choose to be unhappy. Contrary to popular belief, happiness doesn't come from fame, fortune, other people, or material possessions",0,0,0,1,0,0,0
I cooked and ate a wonderful sausage and cheese omelet.,0,0,0,1,0,0,0
The phone that I have ordered in a local online store was delivered this morning. I like the phone so much!,0,0,0,1,0,0,0
"Everyone works at his own pace, so why compare yourself to others? If you think you're better than someone else, you gain an unhealthy sense of superiority. If you think someone else is better than you, you end up feeling bad about yourself. Youall be happier if you focus on your own progress and praise others on theirs.",0,0,0,1,0,0,0
After a long time of waiting i finally got my tickets for my favourite movie released yesterday that too for a first day first show.It was really an awesome feeling still i could feel it all the way.I get goosebumps when i relive the moment in theatre.,0,0,0,1,0,0,0
INDIA WON THE SERIES AGAINST AUSTRALIA MADE ME TO FEEL HAPPY,0,0,0,1,0,0,0
"We know that sleep helps our bodies to recover from the day and repair themselves, and that it helps us focus and be more productive. It turns out, itas also important for our happiness.Our commute to the office can have a surprisingly powerful impact on our happiness.",0,0,0,1,0,0,0
I found a poet that I really love a lot on twitter.,0,0,0,1,0,0,0
There was hardly any traffic on my way to work this morning.,0,0,0,1,0,0,0
"Frankly, I am constipated over the past 2 days and not able to defecate, today my bowel got cleared that moment really makes me feel happy and my bowel feels well that moment makes me feel happy really.",0,0,0,1,0,0,0
One happy moment that happened to me in the past 24 hours would be that I went back to work today for the first time in 4 years.,0,0,0,1,0,0,0
I woke up early this morning and witnessed a beautiful sunrise.,0,0,0,1,0,0,0
Taking a nice warm shower. It was really good and relaxing.,0,0,0,1,0,0,0
"Today I was happier than usual because I ate all my veggies that I put on my plate. I usually leave some leaves on the plate, but not today.",0,0,0,1,0,0,0
1. I had a super good mail day yesterday and received lots of items I ordered off amazon..,0,0,0,1,0,0,0
I ate some peanut butter M&Ms while watching John Oliver. They were delicious and he was hilarious.,0,0,0,1,0,0,0
My sore throat cleared up.,0,0,0,1,0,0,0
GO TO HOTEL PARTY OF MY MOMS BIRTHDAY,0,0,0,1,0,0,0
I get to come home earlier because my boss is on vacation.,0,0,0,1,0,0,0
I had a very delicious lunch,0,0,0,1,0,0,0
I had really good carbonara chicken for dinner.,0,0,0,1,0,0,0
So happy that I Had yummy mango after a year today.,0,0,0,1,0,0,0
I ate really good chinese food.,0,0,0,1,0,0,0
The next thing made me happy is I got one special offer from my telecom service that they reduced my package plan and that moment made me happy.,0,0,0,1,0,0,0
I could finally eat at my favourite restaurant after a long time.,0,0,0,1,0,0,0
"I ordered some product in amazon.in and it got delivered today, that moment makes me feel happy.",0,0,0,1,0,0,0
the story and the advices that i got by reading,0,0,0,1,0,0,0
I eat Sugar candy in a party after such a long. It reminds me of my childhood.,0,0,0,1,0,0,0
when i was returning home from work.i helped an old couple to reach their destination.they blessed us which made me very happy.,0,0,0,1,0,0,0
"I have given a aadhar card update to a poor man with a minimum cost, the same moment he felt very happy.",0,0,0,1,0,0,0
We had a really good rehearsal for Friday night's play.,0,0,0,1,0,0,0
"I made a tasty chocolate pudding, and every one enjoyed it.",0,0,0,1,0,0,0
My job provided lunch and it was really good.,0,0,0,1,0,0,0
I ate my favorite dinner.,0,0,0,1,0,0,0
" It may take a while, but as long as youare headed in a more positive direction you'll be doing yourself a world of good. Going against your internal system for guidance is a sure way to feel less than perfectly happy. Always strive for a lining up of these three aspects for a happy life.",0,0,0,1,0,0,0
"You might think it would be money, power or fame. Well, think again. Positive psychology guru, Martin Seligman studied happiness and found these characteristics of happy people. How do you rate when it comes to feeling happy",0,0,0,1,0,0,0
"I've been thinking about dreams, life and death and the reflection I've had about it made me feel complete and at peace with myself.",0,0,0,1,0,0,0
I drove around town to run errands. There was not much traffic because it is spring break.,0,0,0,1,0,0,0
"Me and my family went out to travel at a nearby beach, we saw this beautiful performance of pyro dancers, it was the first time that we encountered such talent and it was really impressive. I did not say anything during the performance, I was just petrified with awe on what I saw. I could not move on from the scenario itself even after the performance has ended. I could not help but think about it. I thought that the only time I would see such performance is to visit that place again and hopefully come across these specific performers again.",0,0,0,1,0,0,0
"One reason that experiences (and memories of those experiences) make us happier than material things is due to the entire cycle of enjoyment that experiences provide: planning the experience, looking forward to the experience, enjoying the experience, and then remembering the experience. Make your home a gallery of positive memories.",0,0,0,1,0,0,0
I could help rescue one puppy that was suffering on the street I have been seeing since one month. Gave me inner peace and Happiness.,0,0,0,1,0,0,0
i ate my favourite food item for lunch,0,0,0,1,0,0,0
I am running a business and I got more order than normal that moment makes me feel happy.,0,0,0,1,0,0,0
just that feeling of motivation of moving into the right direction you know?!,0,0,0,1,0,0,0
its holiday and its not sunday so im happy,0,0,0,1,0,0,0
I made a cake and it was very tasty and everyone at home enjoyed it,0,0,0,1,0,0,0
"After dinner, I was able to enjoy a quiet moment on the porch with coffee and a cigar.",0,0,0,1,0,0,0
I enjoyed doing my meditation at shaolin temple nearby.,0,0,0,1,0,0,0
I managed to throw out a few items that were cluttering a room. I enjoyed the space I have after.,0,0,0,1,0,0,0
"A good friend informed me that Dave Chappelle had 2 stand up comedy acts  just released on Netflix. That was how I ended my evening yesterday, with a huge grin on my face!",0,0,0,1,0,0,0
I satisfied my many food cravings for dinner.,0,0,0,1,0,0,0
I made a delicious meal.,0,0,0,1,0,0,0
A bakery gave me their extra pastries at the end of the day,0,0,0,1,0,0,0
We watched some Always Sunny in Philadelphia and that show always makes me laugh and happy.,0,0,0,1,0,0,0
